tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Nach Italien meldet auch Spanien mehr Todesfälle als China <a href=""https://t.co/tHqLm5Ad5k"">https://t.co/tHqLm5Ad5k</a> <a href=""https://twitter.com/hashtag/Spanien?src=hash&amp;ref_src=twsrc%5Etfw"">#Spanien</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a></p>&mdash; tagesschau (@tagesschau) <a href=""https://twitter.com/tagesschau/status/1242803642069069834?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Nichts hält mich bei diesen Wetteraussichten und 20 Grad in der Bude. Also draußen schön Abstand halten, Mundschutz tragen und Omis nicht die Hände schütteln. <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a>|wahnsinn <a href=""https://t.co/UxF0NsROYZ"">pic.twitter.com/UxF0NsROYZ</a></p>&mdash; R😷N (@about_ron) <a href=""https://twitter.com/about_ron/status/1245361398558924800?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Hundreds of Croatians left homeless by earthquake amid COVID-19 crisis <a href=""https://t.co/Pg8w2azeU7"">https://t.co/Pg8w2azeU7</a> via <a href=""https://twitter.com/razvigor?ref_src=twsrc%5Etfw"">@razvigor</a></p>&mdash; jke (@jke) <a href=""https://twitter.com/jke/status/1244407973427982337?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Mit einem Vermögen von rund 8,5 Milliarden US-Dollar könnte Tesla einen anhaltenden Marktabschwung aufgrund der Corona-Krise überstehen. <a href=""https://twitter.com/hashtag/money?src=hash&amp;ref_src=twsrc%5Etfw"">#money</a> <a href=""https://twitter.com/hashtag/million?src=hash&amp;ref_src=twsrc%5Etfw"">#million</a> <a href=""https://twitter.com/hashtag/marketing?src=hash&amp;ref_src=twsrc%5Etfw"">#marketing</a> <a href=""https://twitter.com/hashtag/unternehmerin?src=hash&amp;ref_src=twsrc%5Etfw"">#unternehmerin</a> <a href=""https://twitter.com/hashtag/lifebuilder?src=hash&amp;ref_src=twsrc%5Etfw"">#lifebuilder</a> <a href=""https://t.co/N4PowYNB3g"">https://t.co/N4PowYNB3g</a></p>&mdash; 🆆🅰🅽🆉🅻🅸🅺 (@ReneWanzlik) <a href=""https://twitter.com/ReneWanzlik/status/1242131809539960833?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">MMNews: Zahl der Corona-Infektionen steigt langsamer - Ursache unklar: Die Zahl der bestätigten Corona-Infektionen in Deutschland steigt langsamer. Laut Abfrage der dts Nachrichtenagentur bei den Landesministerien, Städten und Landkreisen waren bis… <a href=""https://t.co/4HolZlVLXD"">https://t.co/4HolZlVLXD</a></p>&mdash; M. Kleine-Hartlage (@Korrektheiten) <a href=""https://twitter.com/Korrektheiten/status/1242564730356551680?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Bayern?src=hash&amp;ref_src=twsrc%5Etfw"">#Bayern</a> handelt: #<a href=""https://twitter.com/hashtag/Steuerstundungen?src=hash&amp;ref_src=twsrc%5Etfw"">#Steuerstundungen</a> | Bürgschaftsrahmen <a href=""https://twitter.com/hashtag/LfA?src=hash&amp;ref_src=twsrc%5Etfw"">#LfA</a> 2 Mrd | neuer <a href=""https://twitter.com/hashtag/Bayernfonds?src=hash&amp;ref_src=twsrc%5Etfw"">#Bayernfonds</a> zur vorübergehenden Unternehmensbeteiligung | Bayerische <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Soforthilfe | <a href=""https://twitter.com/hashtag/B%C3%BCrgschaftsrahmen?src=hash&amp;ref_src=twsrc%5Etfw"">#Bürgschaftsrahmen</a> des Freistaats verzehnfacht auf 40 Mrd<a href=""https://t.co/Fn6dCSZIra"">https://t.co/Fn6dCSZIra</a></p>&mdash; Staatsministerium für Wohnen, Bau und Verkehr (@BauenBewegen) <a href=""https://twitter.com/BauenBewegen/status/1242755177184210944?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Esgeht?src=hash&amp;ref_src=twsrc%5Etfw"">#Esgeht</a> Meetings in Corona-Zeiten: So klappt der Call mit den Kollegen <a href=""https://t.co/NxHwlS0gvZ"">https://t.co/NxHwlS0gvZ</a> via <a href=""https://twitter.com/t3n?ref_src=twsrc%5Etfw"">@t3n</a></p>&mdash; brand campus (@brandcampus) <a href=""https://twitter.com/brandcampus/status/1242077801215385603?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Pandemie: Gesundheit! Kolumne von Dr. Karin Müller 25. März 2020 <a href=""https://t.co/SpZvFovyKB"">https://t.co/SpZvFovyKB</a> <a href=""https://t.co/m7g020k94G"">pic.twitter.com/m7g020k94G</a></p>&mdash; NHR (@nhr_kassel) <a href=""https://twitter.com/nhr_kassel/status/1242851554736168960?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Abwechslung in Zeiten von Corona: Über die 10 aktuellsten Probleme und die do´s and don´ts im <a href=""https://twitter.com/hashtag/EmailMarketing?src=hash&amp;ref_src=twsrc%5Etfw"">#EmailMarketing</a> klärt euch <a href=""https://twitter.com/haerting?ref_src=twsrc%5Etfw"">@haerting</a> in einem kostenlosen Webinar am 3.4. um 10 Uhr auf. Jogginghose dürft ihr also anbehalten ;) /db 👉 <a href=""https://t.co/1iX1a3O4RE"">https://t.co/1iX1a3O4RE</a></p>&mdash; bevh-Redaktion (@bevh_org) <a href=""https://twitter.com/bevh_org/status/1244628567071297536?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Das Schlimmste wäre, dass die Leute komplett durchdrehen, weil sie psychisch am Ende sind. Dass es zu Gewaltexzessen kommt, auch unter Gefangenen.&quot; <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> in Gefangenschaft: <a href=""https://twitter.com/aiko?ref_src=twsrc%5Etfw"">@aiko</a> hat für <a href=""https://twitter.com/vice_de?ref_src=twsrc%5Etfw"">@vice_de</a> eine Inhaftierte aus Sachsen interviewt. <a href=""https://t.co/SdZMGfVwD4"">https://t.co/SdZMGfVwD4</a></p>&mdash; felix dachsel (@xileffff) <a href=""https://twitter.com/xileffff/status/1244600839282491399?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Am Montag, spätestens Dienstag ist Zahltag. Ist es das nicht, hilft auch keine Ausgangsbeschränkung und Kontaktsperre. Den Dammbruch hält niemand. Da stehen alle draußen, zusammen, Corona hin, Polizei her ...</p>&mdash; hirtlitschka@chaos.social (@trotzdehm) <a href=""https://twitter.com/trotzdehm/status/1242065918269837314?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">5 Erzieher und  2 Kinder. Ich spitze Buntstifte an. Danke <a href=""https://twitter.com/hashtag/anwesenheitspflicht?src=hash&amp;ref_src=twsrc%5Etfw"">#anwesenheitspflicht</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> Verbreitungsvermeidung sieht anders aus...</p>&mdash; Siberian Tatzen (@Bastyan) <a href=""https://twitter.com/Bastyan/status/1240193814251425793?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona und die Immobilienmärkte | Viele Fragezeichen hinter den Auswirkungen der Pandemie - <a href=""https://t.co/Xk7ICm9jTD"">https://t.co/Xk7ICm9jTD</a> <a href=""https://t.co/tzSPmHVodp"">pic.twitter.com/tzSPmHVodp</a></p>&mdash; Oliver Weinrich (@WeinrichOliver) <a href=""https://twitter.com/WeinrichOliver/status/1242461546602692612?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">RT Deutsch Spezial: Deutschlands Opfer der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise – Kampf um die Existenz! <a href=""https://t.co/kFOI5JeD88"">https://t.co/kFOI5JeD88</a> via <a href=""https://twitter.com/Pressecop24com?ref_src=twsrc%5Etfw"">@Pressecop24com</a></p>&mdash; Pressecop24com (@Pressecop24com) <a href=""https://twitter.com/Pressecop24com/status/1242878115082371072?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die deutsche Corona-Politik - Angemessen oder übertrieben? <a href=""https://t.co/qkMeC3PSjc"">https://t.co/qkMeC3PSjc</a></p>&mdash; Hans- Joachim Flachs (@C1RT45E) <a href=""https://twitter.com/C1RT45E/status/1244577915125354497?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Der Renner <a href=""https://twitter.com/hashtag/Halloween?src=hash&amp;ref_src=twsrc%5Etfw"">#Halloween</a> 2020. Und davor. Und danach. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://t.co/zHcBuKgx1i"">pic.twitter.com/zHcBuKgx1i</a></p>&mdash; Tom Hartig (@moosbett) <a href=""https://twitter.com/moosbett/status/1244528915974107138?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/SawsanChebli?ref_src=twsrc%5Etfw"">@SawsanChebli</a> bedankt sich in einem Tweet bei dem. paritätischem Wohlfahrtsverband für die Corona-Hilfe, das sind die ersten beiden Kommentare. Was für ein trauriges Leben muss man führen, um so zu werden? <a href=""https://t.co/PGc8cXpoPL"">pic.twitter.com/PGc8cXpoPL</a></p>&mdash; WildatHeart81 (@WHeart81) <a href=""https://twitter.com/WHeart81/status/1245742437194018816?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Hygiene: Richtiges Verhalten beim Einkaufen  <a href=""https://t.co/6HLJnXHKoV"">https://t.co/6HLJnXHKoV</a></p>&mdash; Robby (@Robby68142735) <a href=""https://twitter.com/Robby68142735/status/1242393869070860288?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Richtige Entscheidung! Gemeinsam sind wir stark! CDU-Politiker Peter Liese will Corona-kranke Italiener aufnehmen <a href=""https://t.co/VNVDng7gDn"">https://t.co/VNVDng7gDn</a></p>&mdash; Marcel_Jonen (@celito_jones) <a href=""https://twitter.com/celito_jones/status/1241106324164882432?ref_src=twsrc%5Etfw"">March 20, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Wirtschaftsweisen sind optimistisch hinsichtlich einer raschen wirtschaftlichen Erholung. Dem scheint die Annahme zugrunde zu liegen, dass es neben der Corona-Krise keinen konjunkturellen Abschwung und keine Finanzkrise gibt. <a href=""https://t.co/DfyEiXh6r0"">https://t.co/DfyEiXh6r0</a></p>&mdash; Gunther Schnabl (@GuntherSchnabl) <a href=""https://twitter.com/GuntherSchnabl/status/1242726037085175809?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Youtuber?src=hash&amp;ref_src=twsrc%5Etfw"">#Youtuber</a> aus dem Kreis <a href=""https://twitter.com/hashtag/Heinsberg?src=hash&amp;ref_src=twsrc%5Etfw"">#Heinsberg</a> geben <a href=""https://twitter.com/hashtag/Gesellschaftsspiele?src=hash&amp;ref_src=twsrc%5Etfw"">#Gesellschaftsspiele</a>-Tipps gegen die <a href=""https://twitter.com/hashtag/Langweile?src=hash&amp;ref_src=twsrc%5Etfw"">#Langweile</a> in der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Zeit. <a href=""https://twitter.com/hashtag/boardgamedigger?src=hash&amp;ref_src=twsrc%5Etfw"">#boardgamedigger</a> <a href=""https://twitter.com/hashtag/coronadeutschland?src=hash&amp;ref_src=twsrc%5Etfw"">#coronadeutschland</a> <a href=""https://twitter.com/hashtag/stayhome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayhome</a>  <a href=""https://t.co/BClYuxgeTS"">https://t.co/BClYuxgeTS</a></p>&mdash; RP Online Panorama (@rpo_panorama) <a href=""https://twitter.com/rpo_panorama/status/1245698884334166022?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Zeichen setzen in <a href=""https://twitter.com/hashtag/Leipzig?src=hash&amp;ref_src=twsrc%5Etfw"">#Leipzig</a> !<br><br>Jetzt die soziale Spaltung aufhalten und Bezieher*innen von Grundsicherung im Alter monatlich 100 Euro Zuschlag gewähren! <br><br>Hier melden sich <a href=""https://twitter.com/LINKEPELLI?ref_src=twsrc%5Etfw"">@LINKEPELLI</a><br> und <a href=""https://twitter.com/v_klow?ref_src=twsrc%5Etfw"">@v_klow</a><br> zu Wort:<a href=""https://t.co/34wTIq29kQ"">https://t.co/34wTIq29kQ</a><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/Solidaritaet?src=hash&amp;ref_src=twsrc%5Etfw"">#Solidaritaet</a> <a href=""https://twitter.com/hashtag/StayHome?src=hash&amp;ref_src=twsrc%5Etfw"">#StayHome</a> <a href=""https://t.co/bhBJHphhKw"">pic.twitter.com/bhBJHphhKw</a></p>&mdash; DIE LINKE. Fraktion im Leipziger Stadtrat (@LinksfraktionLe) <a href=""https://twitter.com/LinksfraktionLe/status/1245632897622536193?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">In <a href=""https://twitter.com/hashtag/S%C3%BCdkorea?src=hash&amp;ref_src=twsrc%5Etfw"">#Südkorea</a> werden vergleichsweise viele Menschen auf eine Corona-Infektion getestet. Dort stehen vor allem Drive-Ins zur Verfügung. Die <a href=""https://twitter.com/hashtag/AOK?src=hash&amp;ref_src=twsrc%5Etfw"">#AOK</a> fordert, das Modell auch für <a href=""https://twitter.com/hashtag/Deutschland?src=hash&amp;ref_src=twsrc%5Etfw"">#Deutschland</a> zu übernehmen.<a href=""https://t.co/oDV5RjdzUy"">https://t.co/oDV5RjdzUy</a></p>&mdash; RND (@RND_de) <a href=""https://twitter.com/RND_de/status/1242783228316049408?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Das Hilfsprogramm von Bund und Ländern für Selbstständige und kleinere Unternehmen ist nun auch in Hamburg angelaufen. Das Online-Antragsformular ist ab sofort auf der Programmseite der Hamburger Corona Soforthilfe (HCS) verfügbar. <a href=""https://t.co/NTHsbogNb8"">https://t.co/NTHsbogNb8</a></p>&mdash; nextMedia.Hamburg (@NextMediaHH) <a href=""https://twitter.com/NextMediaHH/status/1244887229224423424?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Danke, dass ihr alle auch in dieser aktuellen <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Situation für uns da seid und helft. ♥️ <a href=""https://t.co/hMozLOwHh4"">pic.twitter.com/hMozLOwHh4</a></p>&mdash; Johanna Daher: Nazis raus! (@JohannaDaher) <a href=""https://twitter.com/JohannaDaher/status/1244285708845699076?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/COVID%E3%83%BC19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVIDー19</a>: Engpass in Krankenhäusern. Brauchen wir Zelte, wenn doch die <a href=""https://twitter.com/hashtag/Reha?src=hash&amp;ref_src=twsrc%5Etfw"">#Reha</a> das <a href=""https://twitter.com/hashtag/backup?src=hash&amp;ref_src=twsrc%5Etfw"">#backup</a> sein könnte? Beitrag aus einer <a href=""https://twitter.com/hashtag/Rehaklinik?src=hash&amp;ref_src=twsrc%5Etfw"">#Rehaklinik</a> heute ~12:30-12:45, auf <a href=""https://twitter.com/hashtag/SWR4?src=hash&amp;ref_src=twsrc%5Etfw"">#SWR4</a> Studio <a href=""https://twitter.com/hashtag/Trier?src=hash&amp;ref_src=twsrc%5Etfw"">#Trier</a> <a href=""https://twitter.com/hashtag/Eifel?src=hash&amp;ref_src=twsrc%5Etfw"">#Eifel</a> <a href=""https://twitter.com/hashtag/Mosel?src=hash&amp;ref_src=twsrc%5Etfw"">#Mosel</a> <a href=""https://twitter.com/hashtag/BadBertrich?src=hash&amp;ref_src=twsrc%5Etfw"">#BadBertrich</a> <a href=""https://twitter.com/hashtag/Krankenhaus?src=hash&amp;ref_src=twsrc%5Etfw"">#Krankenhaus</a> <a href=""https://twitter.com/hashtag/Elfenmaar?src=hash&amp;ref_src=twsrc%5Etfw"">#Elfenmaar</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/gemeinsam?src=hash&amp;ref_src=twsrc%5Etfw"">#gemeinsam</a> <a href=""https://twitter.com/SWRAktuellRP?ref_src=twsrc%5Etfw"">@SWRAktuellRP</a></p>&mdash; Solveig (@Solveig_Naber) <a href=""https://twitter.com/Solveig_Naber/status/1242048149453189130?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
